starID,regionName,System Name,Star,power
40234983,Providence,FSW-3C,Sun O1 (Bright Blue),1000
40235079,Providence,FX-7EM,Sun M0 (Orange radiant),500
40235122,Providence,MH9C-S,Sun K3 (Yellow Small),650
40235161,Providence,G7AQ-7,Sun K5 (Red Giant),580
40235261,Providence,QBL-BV,Sun G5 (Yellow),680
40235337,Providence,T-RPFU,Sun F0 (White),780
40235372,Providence,I7S-1S,Sun K5 (Red Giant),580
40235396,Providence,U-HYMT,Sun F0 (White),780
40235484,Providence,FC-3YI,Sun B5 (White Dwarf),820
40235559,Providence,QR-K85,Sun K7 (Orange),550
40235631,Providence,5IO8-U,Sun G3 (Pink Small),740
40235700,Providence,DP-JD4,Sun G5 (Pink),700
40235808,Providence,OXIY-V,Sun K3 (Yellow Small),650
40235902,Providence,H6-CX8,Sun A0 (Blue Small),850
40235944,Providence,D61A-G,Sun M0 (Orange radiant),500
40236004,Providence,Shintaht,Sun B0 (Blue),900
40236046,Providence,Y-MPWL,Sun G5 (Pink),700
40236091,Providence,D-6WS1,Sun K5 (Orange Bright),620
40236114,Providence,SI-I89,Sun A0 (Blue Small),850
40236140,Providence,KBP7-G,Sun G5 (Yellow),680
40236224,Providence,B-WPLZ,Sun G3 (Pink Small),740
40236294,Providence,XHQ-7V,Sun K5 (Orange Bright),620
40236354,Providence,E-YCML,Sun B0 (Blue),900
40236433,Providence,TU-O0T,Sun G5 (Yellow),680
40236467,Providence,Y9-MDG,Sun K3 (Yellow Small),650
40236523,Providence,PI5-39,Sun K5 (Red Giant),580
40236605,Providence,GN7-XY,Sun G3 (Pink Small),740
40236686,Providence,F-DTOO,Sun M0 (Orange radiant),500
40236736,Providence,5KG-PY,Sun K5 (Orange Bright),620
40236834,Providence,QO-SRI,Sun G5 (Yellow),680
40236933,Providence,INQ-WR,Sun G5 (Pink),700
40236987,Providence,S9X-AX,Sun M0 (Orange radiant),500
40237096,Providence,TU-RI6,Sun G3 (Pink Small),740
40237147,Providence,08Z-JJ,Sun F0 (White),780
40237202,Providence,X-4WZD,Sun G5 (Pink),700
40237252,Providence,6-OQJV,Sun K7 (Orange),550
40237327,Providence,AY-YCU,Sun K3 (Yellow Small),650
40237364,Providence,ZT-LPU,Sun K5 (Orange Bright),620
40237382,Providence,3GXF-U,Sun K7 (Orange),550
40237475,Providence,VKI-T7,Sun M0 (Orange radiant),500
40237574,Providence,8P9-BM,Sun K3 (Yellow Small),650
40237694,Providence,F-YH5B,Sun M0 (Orange radiant),500
40237771,Providence,H-GKI6,Sun G5 (Pink),700
40237833,Providence,YQB-22,Sun K5 (Red Giant),580
40237863,Providence,2-TEGJ,Sun K5 (Red Giant),580
40237925,Providence,MVCJ-E,Sun M0 (Orange radiant),500
40237972,Providence,AY-24I,Sun K7 (Orange),550
40238015,Providence,BK4-YC,Sun M0 (Orange radiant),500
40238080,Providence,K1I1-J,Sun G5 (Yellow),680
40238137,Providence,LF-2KP,Sun K3 (Yellow Small),650
40238194,Providence,JEIV-E,Sun G5 (Yellow),680
40238274,Providence,O-Y5JQ,Sun K5 (Red Giant),580
40238344,Providence,DNR-7M,Sun K3 (Yellow Small),650
40238404,Providence,N-RMSH,Sun K5 (Orange Bright),620
40238464,Providence,K1Y-5H,Sun G5 (Yellow),680
40238600,Providence,IWZ3-C,Sun K3 (Yellow Small),650
40238653,Providence,1-1I53,Sun G3 (Pink Small),740
40238704,Providence,N8XA-L,Sun O1 (Bright Blue),1000
40238778,Providence,18-GZM,Sun K7 (Orange),550
40238886,Providence,R3-K7K,Sun G3 (Pink Small),740
40238965,Providence,X-R3NM,Sun K3 (Yellow Small),650
40238982,Providence,8B-VLX,Sun K5 (Red Giant),580
40239020,Providence,G-B22J,Sun K7 (Orange),550
40239108,Providence,X6AB-Y,Sun G3 (Pink Small),740
40239209,Providence,2V-CS5,Sun F0 (White),780
40239231,Providence,H9-J8N,Sun G3 (Pink Small),740
40239259,Providence,HP-6Z6,Sun K7 (Orange),550
40239305,Providence,GA9P-0,Sun G3 (Pink Small),740
40239418,Providence,7YWV-S,Sun K7 (Orange),550
40239514,Providence,TXJ-II,Sun K5 (Red Giant),580
40239547,Providence,C1-HAB,Sun K7 (Orange),550
40239598,Providence,3KB-J0,Sun K7 (Orange),550
40239659,Providence,0B-HLZ,Sun K5 (Red Giant),580
40239726,Providence,Z-RFE3,Sun K3 (Yellow Small),650
40239799,Providence,I-MGAB,Sun K3 (Yellow Small),650
40239820,Providence,18XA-C,Sun M0 (Orange radiant),500
40239873,Providence,3D-CQU,Sun K7 (Orange),550
40249505,Querious,A2-V27,Sun B0 (Blue),900
40249530,Querious,T8H-66,Sun K5 (Orange Bright),620
40249599,Querious,A3-LOG,Sun K5 (Orange Bright),620
40249636,Querious,7V-KHW,Sun K5 (Red Giant),580
40249677,Querious,O3L-95,Sun G3 (Pink Small),740
40249768,Querious,0-WT2D,Sun M0 (Orange radiant),500
40249830,Querious,7GCD-P,Sun K5 (Orange Bright),620
40249848,Querious,G-3BOG,Sun G5 (Yellow),680
40249949,Querious,K7D-II,Sun M0 (Orange radiant),500
40250036,Querious,L-6BE1,Sun G3 (Pink Small),740
40250053,Querious,1M4-FK,Sun B0 (Blue),900
40250120,Querious,V-LEKM,Sun G5 (Yellow),680
40250179,Querious,9ES-SI,Sun G5 (Pink),700
40250233,Querious,UQY-IK,Sun O1 (Bright Blue),1000
40250309,Querious,60M-TG,Sun G5 (Yellow),680
40250401,Querious,0TKF-6,Sun M0 (Orange radiant),500
40250478,Querious,TV8-HS,Sun M0 (Orange radiant),500
40250550,Querious,VT-G2P,Sun K5 (Red Giant),580
40250596,Querious,YOP-0T,Sun G5 (Yellow),680
40250669,Querious,9-HM04,Sun G3 (Pink Small),740
40250724,Querious,MKD-O8,Sun K7 (Orange),550
40250840,Querious,GOP-GE,Sun M0 (Orange radiant),500
40250903,Querious,SKR-SP,Sun K5 (Orange Bright),620
40250939,Querious,V-3U8T,Sun K5 (Red Giant),580
40251034,Querious,T8T-RA,Sun M0 (Orange radiant),500
40251107,Querious,A-BO4V,Sun K3 (Yellow Small),650
40251190,Querious,W-IX39,Sun K5 (Orange Bright),620
40251257,Querious,K-B8DK,Sun G5 (Yellow),680
40251270,Querious,L-6W1J,Sun K7 (Orange),550
40251342,Querious,P4-3TJ,Sun G5 (Pink),700
40251440,Querious,K-Z0V4,Sun K7 (Orange),550
40251488,Querious,LNVW-K,Sun G3 (Pink Small),740
40251559,Querious,8B-SAJ,Sun K3 (Yellow Small),650
40251621,Querious,Q2-N6W,Sun G5 (Yellow),680
40251658,Querious,C-9RRR,Sun B5 (White Dwarf),820
40251719,Querious,A-5F4A,Sun K3 (Yellow Small),650
40251798,Querious,P-ZMZV,Sun O1 (Bright Blue),1000
40251862,Querious,9CG6-H,Sun M0 (Orange radiant),500
40251921,Querious,NDII-Q,Sun G3 (Pink Small),740
40251981,Querious,UYU-VV,Sun K5 (Red Giant),580
40252039,Querious,K-L690,Sun B5 (White Dwarf),820
40252104,Querious,W6V-VM,Sun M0 (Orange radiant),500
40252194,Querious,OGY-6D,Sun G5 (Pink),700
40252295,Querious,8-SNUD,Sun G5 (Pink),700
40252344,Querious,H-4R6Z,Sun G5 (Yellow),680
40252443,Querious,IGE-NE,Sun K3 (Yellow Small),650
40252473,Querious,UVHO-F,Sun G3 (Pink Small),740
40252526,Querious,Z-XX2J,Sun K3 (Yellow Small),650
40252539,Querious,YW-SYT,Sun K5 (Red Giant),580
40252608,Querious,Z-UZZN,Sun K3 (Yellow Small),650
40252667,Querious,DS-LO3,Sun M0 (Orange radiant),500
40252750,Querious,BX2-ZX,Sun M0 (Orange radiant),500
40252875,Querious,RF-CN3,Sun K7 (Orange),550
40252918,Querious,C-7SBM,Sun B0 (Blue),900
40252968,Querious,ZAU-JW,Sun M0 (Orange radiant),500
40253093,Querious,YF-6L1,Sun G5 (Pink),700
40253208,Querious,K-YI1L,Sun O1 (Bright Blue),1000
40253259,Querious,KEJY-U,Sun K5 (Red Giant),580
40253288,Querious,3BK-O7,Sun K5 (Orange Bright),620
40253338,Querious,8-GE2P,Sun K7 (Orange),550
40253401,Querious,QXQ-I6,Sun O1 (Bright Blue),1000
40253479,Querious,L3-I3K,Sun G5 (Pink),700
40253550,Querious,3-JCJT,Sun M0 (Orange radiant),500
40253593,Querious,W-IIYI,Sun B5 (White Dwarf),820
40253668,Querious,AO-N1P,Sun K5 (Red Giant),580
40253690,Querious,4-GJT1,Sun G3 (Pink Small),740
40253716,Querious,5V-BJI,Sun G5 (Yellow),680
40253779,Querious,49-U6U,Sun G5 (Yellow),680
40253853,Querious,M1BZ-2,Sun M0 (Orange radiant),500
40253939,Querious,N-M1A3,Sun K5 (Orange Bright),620
40253975,Querious,8QT-H4,Sun K7 (Orange),550
40254049,Querious,F2OY-X,Sun K5 (Red Giant),580
40254118,Querious,4-2UXV,Sun K3 (Yellow Small),650
40254202,Querious,RKM-GE,Sun M0 (Orange radiant),500
40254283,Querious,DG-L7S,Sun M0 (Orange radiant),500
40254378,Querious,K4-RFZ,Sun G5 (Pink),700
40254434,Querious,L-FVHR,Sun K5 (Orange Bright),620
40254506,Querious,3-FKCZ,Sun K5 (Orange Bright),620
40254528,Querious,ED-L9T,Sun G5 (Pink),700
40254553,Querious,LS-V29,Sun K7 (Orange),550
40254638,Querious,9SBB-9,Sun M0 (Orange radiant),500
40254713,Querious,I1Y-IU,Sun K7 (Orange),550
40254791,Querious,U-HYZN,Sun O1 (Bright Blue),1000
40254846,Querious,8-YNBE,Sun K5 (Orange Bright),620
40254939,Querious,YQX-7U,Sun G3 (Pink Small),740
40255024,Querious,QY1E-N,Sun M0 (Orange radiant),500
40255089,Querious,E-VKJV,Sun G3 (Pink Small),740
40255131,Querious,BX-VEX,Sun K3 (Yellow Small),650
40255190,Querious,B-7DFU,Sun K3 (Yellow Small),650
40255246,Querious,ZXJ-71,Sun B0 (Blue),900
40255342,Querious,F-NXLQ,Sun B0 (Blue),900
40255408,Querious,ES-Q0W,Sun M0 (Orange radiant),500
40255478,Querious,H74-B0,Sun A0 (Blue Small),850
40255558,Querious,NU4-2G,Sun M0 (Orange radiant),500
40255626,Querious,3D5K-R,Sun K3 (Yellow Small),650
40255668,Cloud Ring,1-3HWZ,Sun M0 (Orange radiant),500
40255726,Cloud Ring,XT-R36,Sun K3 (Yellow Small),650
40255748,Cloud Ring,5-MLDT,Sun O1 (Bright Blue),1000
40255816,Cloud Ring,B-DBYQ,Sun O1 (Bright Blue),1000
40255895,Cloud Ring,QXW-PV,Sun K5 (Orange Bright),620
40255919,Cloud Ring,DY-F70,Sun K5 (Orange Bright),620
40256070,Cloud Ring,FD53-H,Sun F0 (White),780
40256098,Cloud Ring,O-ZXUV,Sun K7 (Orange),550
40256148,Cloud Ring,77-KDQ,Sun K5 (Red Giant),580
40256166,Cloud Ring,F7C-H0,Sun K5 (Red Giant),580
40256216,Cloud Ring,TN-T7T,Sun G5 (Yellow),680
40256285,Cloud Ring,1-NW2G,Sun G5 (Pink),700
40256336,Cloud Ring,O-IVNH,Sun K5 (Red Giant),580
40256400,Cloud Ring,O-0HW8,Sun K5 (Red Giant),580
40256509,Cloud Ring,YI-8ZM,Sun B0 (Blue),900
40256633,Cloud Ring,OU-X3P,Sun G5 (Yellow),680
40256683,Cloud Ring,6-4V20,Sun K5 (Orange Bright),620
40256769,Cloud Ring,Q-UA3C,Sun G3 (Pink Small),740
40256842,Cloud Ring,W-4NUU,Sun O1 (Bright Blue),1000
40256922,Cloud Ring,8R-RTB,Sun M0 (Orange radiant),500
40256979,Cloud Ring,6Z9-0M,Sun G3 (Pink Small),740
40257022,Cloud Ring,FQ9W-C,Sun G3 (Pink Small),740
40257113,Cloud Ring,9-4RP2,Sun K5 (Red Giant),580
40257192,Cloud Ring,O-BDXB,Sun M0 (Orange radiant),500
40257270,Cloud Ring,G8AD-C,Sun G5 (Yellow),680
40257367,Cloud Ring,XZH-4X,Sun G5 (Yellow),680
40257483,Cloud Ring,Z-Y7R7,Sun G3 (Pink Small),740
40257543,Cloud Ring,MJYW-3,Sun M0 (Orange radiant),500
40257643,Cloud Ring,PPG-XC,Sun K5 (Red Giant),580
40257735,Cloud Ring,QA1-BT,Sun G3 (Pink Small),740
40257779,Cloud Ring,5S-KNL,Sun K5 (Red Giant),580
40257802,Cloud Ring,00TY-J,Sun F0 (White),780
40257865,Cloud Ring,XG-D1L,Sun K5 (Red Giant),580
40257896,Cloud Ring,6RCQ-V,Sun M0 (Orange radiant),500
40257944,Cloud Ring,28O-JY,Sun M0 (Orange radiant),500
40257980,Cloud Ring,CX7-70,Sun K7 (Orange),550
40258046,Cloud Ring,6ON-RW,Sun K5 (Orange Bright),620
40258110,Cloud Ring,U65-CN,Sun K5 (Orange Bright),620
40258170,Cloud Ring,X-M9ON,Sun O1 (Bright Blue),1000
40258231,Cloud Ring,P5-KCC,Sun K7 (Orange),550
40263800,Cobalt Edge,FV-YEA,Sun K5 (Orange Bright),620
40263846,Cobalt Edge,J-A5QD,Sun K5 (Red Giant),580
40263910,Cobalt Edge,BI0Y-X,Sun M0 (Orange radiant),500
40263974,Cobalt Edge,SK7-G6,Sun M0 (Orange radiant),500
40264033,Cobalt Edge,4-PCHD,Sun F0 (White),780
40264131,Cobalt Edge,5-3722,Sun K3 (Yellow Small),650
40264150,Cobalt Edge,GQLB-V,Sun K7 (Orange),550
40264203,Cobalt Edge,5E-EZC,Sun A0 (Blue Small),850
40264272,Cobalt Edge,9KE-IT,Sun K5 (Orange Bright),620
40264320,Cobalt Edge,P-NRD3,Sun G5 (Yellow),680
40264342,Cobalt Edge,Y-RAW3,Sun G5 (Yellow),680
40264384,Cobalt Edge,S-W8CF,Sun K5 (Orange Bright),620
40264413,Cobalt Edge,X-41DA,Sun G3 (Pink Small),740
40264493,Cobalt Edge,YVSL-2,Sun K5 (Orange Bright),620
40264544,Cobalt Edge,5E6I-W,Sun M0 (Orange radiant),500
40264587,Cobalt Edge,KIG9-K,Sun K5 (Red Giant),580
40264607,Cobalt Edge,I-CMZA,Sun M0 (Orange radiant),500
40264699,Cobalt Edge,H23-B5,Sun K5 (Orange Bright),620
40264723,Cobalt Edge,A-0IIQ,Sun K3 (Yellow Small),650
40264765,Cobalt Edge,CBY8-J,Sun G5 (Pink),700
40264883,Cobalt Edge,E-BYOS,Sun G3 (Pink Small),740
40264922,Cobalt Edge,ETXT-F,Sun M0 (Orange radiant),500
40264996,Cobalt Edge,MK-YNM,Sun K5 (Red Giant),580
40265034,Cobalt Edge,2-9Z6V,Sun F0 (White),780
40265123,Cobalt Edge,5HN-D6,Sun B5 (White Dwarf),820
40265153,Cobalt Edge,E-B957,Sun K3 (Yellow Small),650
40265259,Cobalt Edge,P-H5IY,Sun G5 (Yellow),680
40265328,Cobalt Edge,4A-6NI,Sun O1 (Bright Blue),1000
40265399,Cobalt Edge,1M7-RK,Sun B5 (White Dwarf),820
40265455,Cobalt Edge,87-1PM,Sun K7 (Orange),550
40265511,Cobalt Edge,C2-1B5,Sun B5 (White Dwarf),820
40265596,Cobalt Edge,JE-VLG,Sun K3 (Yellow Small),650
40265702,Cobalt Edge,5ED-4E,Sun K3 (Yellow Small),650
40265735,Cobalt Edge,B-U299,Sun G3 (Pink Small),740
40265805,Cobalt Edge,DN58-U,Sun G5 (Yellow),680
40265896,Cobalt Edge,VAF1-P,Sun M0 (Orange radiant),500
40265975,Cobalt Edge,FV1-RQ,Sun B5 (White Dwarf),820
40266037,Cobalt Edge,QT-EBC,Sun K3 (Yellow Small),650
40266118,Cobalt Edge,O-F4SN,Sun G3 (Pink Small),740
40266198,Cobalt Edge,CUT-0V,Sun G3 (Pink Small),740
40266291,Cobalt Edge,9-WEMC,Sun K3 (Yellow Small),650
40266320,Cobalt Edge,U6R-F9,Sun M0 (Orange radiant),500
40266350,Cobalt Edge,L-Z9NB,Sun G3 (Pink Small),740
40266450,Cobalt Edge,EJ-5X2,Sun K3 (Yellow Small),650
40266485,Cobalt Edge,HXK-J6,Sun G5 (Yellow),680
40266547,Cobalt Edge,4LNE-M,Sun K5 (Red Giant),580
40266568,Cobalt Edge,DK0-N8,Sun G5 (Yellow),680
40266683,Cobalt Edge,E0DR-G,Sun M0 (Orange radiant),500
40266750,Cobalt Edge,KI2-S3,Sun K3 (Yellow Small),650
40266803,Cobalt Edge,CHP-76,Sun G3 (Pink Small),740
40266881,Cobalt Edge,T-67F8,Sun O1 (Bright Blue),1000
40266951,Cobalt Edge,58Z-IH,Sun K7 (Orange),550
40267036,Cobalt Edge,M-VACR,Sun G5 (Yellow),680
40267052,Cobalt Edge,0B-VOJ,Sun K3 (Yellow Small),650
40267124,Cobalt Edge,J-QOKQ,Sun M0 (Orange radiant),500
40267213,Cobalt Edge,4GSZ-1,Sun K5 (Red Giant),580
40267264,Cobalt Edge,E-EFAM,Sun M0 (Orange radiant),500
40267324,Cobalt Edge,SBEN-Q,Sun K5 (Red Giant),580
40267384,Cobalt Edge,9-7SRQ,Sun M0 (Orange radiant),500
40267449,Cobalt Edge,VEQ-3V,Sun G5 (Pink),700
40267468,Cobalt Edge,4T-VDE,Sun M0 (Orange radiant),500
40267523,Cobalt Edge,D9Z-VY,Sun M0 (Orange radiant),500
40267584,Cobalt Edge,MO-YDG,Sun G5 (Pink),700
40267603,Cobalt Edge,42SU-L,Sun M0 (Orange radiant),500
40267679,Cobalt Edge,RGU1-T,Sun K5 (Red Giant),580
40267724,Cobalt Edge,1GT-MA,Sun K3 (Yellow Small),650
40267737,Cobalt Edge,VY-866,Sun M0 (Orange radiant),500
40267829,Cobalt Edge,HB-5L3,Sun K5 (Red Giant),580
40267880,Cobalt Edge,Q-VTWJ,Sun M0 (Orange radiant),500
40272994,Branch,UQ9-3C,Sun K5 (Orange Bright),620
40273027,Branch,DCI7-7,Sun K7 (Orange),550
40273097,Branch,J7YR-1,Sun K5 (Red Giant),580
40273128,Branch,PKG4-7,Sun B0 (Blue),900
40273223,Branch,EWN-2U,Sun K7 (Orange),550
40273281,Branch,VL3I-M,Sun K3 (Yellow Small),650
40273317,Branch,KMC-WI,Sun K5 (Red Giant),580
40273409,Branch,4-48K1,Sun K5 (Red Giant),580
40273496,Branch,NTV0-1,Sun M0 (Orange radiant),500
40273523,Branch,C-HCGU,Sun G3 (Pink Small),740
40273603,Branch,XW-2XP,Sun G3 (Pink Small),740
40273686,Branch,Q-FEEJ,Sun K7 (Orange),550
40273767,Branch,0P9Z-I,Sun K3 (Yellow Small),650
40273812,Branch,AH-B84,Sun F0 (White),780
40273896,Branch,JTAU-5,Sun B5 (White Dwarf),820
40273931,Branch,HB7R-F,Sun K5 (Orange Bright),620
40273986,Branch,O-JPKH,Sun G5 (Pink),700
40274050,Branch,F-9F6Q,Sun K7 (Orange),550
40274101,Branch,B-GC1T,Sun B5 (White Dwarf),820
40274163,Branch,V8W-QS,Sun K5 (Red Giant),580
40274193,Branch,JRZ-B9,Sun K5 (Orange Bright),620
40274222,Branch,X4UV-Z,Sun K3 (Yellow Small),650
40274324,Branch,S-B7IT,Sun K7 (Orange),550
40274365,Branch,BKG-Q2,Sun K5 (Red Giant),580
40274452,Branch,OJ-A8M,Sun G3 (Pink Small),740
40274497,Branch,CX-1XF,Sun K5 (Orange Bright),620
40274562,Branch,3-TD6L,Sun M0 (Orange radiant),500
40274632,Branch,Q-NJZ4,Sun G5 (Yellow),680
40274700,Branch,NLPB-0,Sun K5 (Red Giant),580
40274782,Branch,R4O-I6,Sun K5 (Red Giant),580
40274818,Branch,KL3O-J,Sun M0 (Orange radiant),500
40274897,Branch,Z-K495,Sun K3 (Yellow Small),650
40274958,Branch,XM-4L0,Sun K7 (Orange),550
40275045,Branch,QCWA-Z,Sun M0 (Orange radiant),500
40275184,Branch,52G-NZ,Sun B0 (Blue),900
40275229,Branch,5LJ-MD,Sun K7 (Orange),550
40275274,Branch,B8O-KJ,Sun M0 (Orange radiant),500
40275327,Branch,6-O5GY,Sun G3 (Pink Small),740
40275382,Branch,KV-8SN,Sun K5 (Red Giant),580
40275418,Branch,UB-UQZ,Sun K5 (Red Giant),580
40275469,Branch,YG-82V,Sun M0 (Orange radiant),500
40275540,Branch,8-4GQM,Sun K3 (Yellow Small),650
40275620,Branch,T-Q2DD,Sun K5 (Red Giant),580
40275683,Branch,LRWD-B,Sun G5 (Yellow),680
40275738,Branch,QXQ-BA,Sun K5 (Orange Bright),620
40275815,Branch,X7R-JW,Sun K3 (Yellow Small),650
40275890,Branch,M-HU4V,Sun K7 (Orange),550
40276000,Branch,CS-ZGD,Sun G5 (Pink),700
40276111,Branch,3-N3OO,Sun B5 (White Dwarf),820
40276187,Branch,A-G1FM,Sun K5 (Orange Bright),620
40276253,Branch,4-BE0M,Sun B0 (Blue),900
40276301,Branch,I-7RIS,Sun K7 (Orange),550
40276338,Branch,P7Z-R3,Sun K3 (Yellow Small),650
40276413,Branch,ZIU-EP,Sun M0 (Orange radiant),500
40276467,Branch,LXWN-W,Sun M0 (Orange radiant),500
40276544,Branch,C-LP3N,Sun B5 (White Dwarf),820
40276612,Branch,9F-7PZ,Sun K5 (Orange Bright),620
40276664,Branch,1G-MJE,Sun G5 (Yellow),680
40276687,Branch,WO-AIJ,Sun K5 (Orange Bright),620
40276747,Branch,MA-VDX,Sun G5 (Pink),700
40276793,Branch,RO90-H,Sun K5 (Orange Bright),620
40276816,Branch,BWI1-9,Sun B0 (Blue),900
40276897,Branch,C-LBQS,Sun M0 (Orange radiant),500
40276984,Branch,J52-BH,Sun M0 (Orange radiant),500
40277061,Branch,5-P1Y2,Sun G5 (Pink),700
40277127,Branch,KMQ4-V,Sun K5 (Orange Bright),620
40277150,Branch,KJ-QWL,Sun K7 (Orange),550
40277183,Branch,SVB-RE,Sun K3 (Yellow Small),650
40277201,Branch,C-4ZOS,Sun K7 (Orange),550
40277263,Branch,K-8SQS,Sun G5 (Yellow),680
40277290,Branch,C-VGYO,Sun K7 (Orange),550
40277323,Branch,O94U-A,Sun A0 (Blue Small),850
40277408,Branch,XW-JHT,Sun K5 (Red Giant),580
40277442,Branch,NEH-CS,Sun K3 (Yellow Small),650
40277486,Branch,4DTQ-K,Sun K5 (Orange Bright),620
40277542,Branch,J9-5MQ,Sun K3 (Yellow Small),650
40277593,Branch,D4R-H7,Sun F0 (White),780
40277614,Branch,313I-B,Sun K5 (Orange Bright),620
40277651,Branch,EQI2-2,Sun M0 (Orange radiant),500
40277734,Branch,Q-4DEC,Sun K3 (Yellow Small),650
40277788,Branch,3F-JZF,Sun G5 (Pink),700
40277814,Branch,5-0WB9,Sun G5 (Pink),700
40277840,Branch,W-4FA9,Sun K5 (Orange Bright),620
40277910,Branch,1IX-C0,Sun G3 (Pink Small),740
40277973,Branch,2B7A-3,Sun K3 (Yellow Small),650
40278002,Branch,PUWL-4,Sun K3 (Yellow Small),650
40278017,Branch,Y-1918,Sun G5 (Yellow),680
40278073,Branch,9-B1DS,Sun G5 (Pink),700
40278162,Branch,ME-4IU,Sun K5 (Red Giant),580
40278223,Branch,BU-IU4,Sun O1 (Bright Blue),1000
40278247,Branch,I-7JR4,Sun O1 (Bright Blue),1000
40278339,Branch,CH9L-K,Sun G3 (Pink Small),740
40278391,Branch,QYZM-W,Sun G5 (Yellow),680
40278483,Branch,3KNA-N,Sun B0 (Blue),900
40278562,Feythabolis,UD-VZW,Sun M0 (Orange radiant),500
40278687,Feythabolis,3-YX2D,Sun K5 (Red Giant),580
40278746,Feythabolis,V-TN6Q,Sun K7 (Orange),550
40278816,Feythabolis,CFLF-P,Sun K5 (Orange Bright),620
40278886,Feythabolis,QBH5-F,Sun K7 (Orange),550
40278943,Feythabolis,9-ZFCG,Sun K3 (Yellow Small),650
40279007,Feythabolis,J-TPTA,Sun K5 (Red Giant),580
40279057,Feythabolis,PMV-G6,Sun G5 (Pink),700
40279155,Feythabolis,5-IZGE,Sun G5 (Yellow),680
40279244,Feythabolis,OXC-UL,Sun B0 (Blue),900
40279318,Feythabolis,F-8Y13,Sun F0 (White),780
40279366,Feythabolis,4AZ-J8,Sun K5 (Orange Bright),620
40279429,Feythabolis,X6-J6R,Sun G3 (Pink Small),740
40279524,Feythabolis,BGN1-O,Sun M0 (Orange radiant),500
40279581,Feythabolis,DUU1-K,Sun G3 (Pink Small),740
40279660,Feythabolis,3L-Y9M,Sun M0 (Orange radiant),500
40279722,Feythabolis,BLC-X0,Sun M0 (Orange radiant),500
40279794,Feythabolis,K-X5AX,Sun K5 (Red Giant),580
40279860,Feythabolis,BJD4-E,Sun K3 (Yellow Small),650
40279905,Feythabolis,TSG-NO,Sun A0 (Blue Small),850
40279959,Feythabolis,O9V-R7,Sun G5 (Yellow),680
40279991,Feythabolis,Z-PNIA,Sun K3 (Yellow Small),650
40280076,Feythabolis,OCU4-R,Sun M0 (Orange radiant),500
40280122,Feythabolis,BG-W90,Sun K5 (Orange Bright),620
40280190,Feythabolis,Y-YGMW,Sun K3 (Yellow Small),650
40280301,Feythabolis,75C-WN,Sun M0 (Orange radiant),500
40280406,Feythabolis,I5Q2-S,Sun K5 (Orange Bright),620
40280434,Feythabolis,PO-3QW,Sun G5 (Pink),700
40280474,Feythabolis,5XR-KZ,Sun K3 (Yellow Small),650
40280569,Feythabolis,VF-FN6,Sun M0 (Orange radiant),500
40280635,Feythabolis,C-0ND2,Sun M0 (Orange radiant),500
40280713,Feythabolis,JI-LGM,Sun M0 (Orange radiant),500
40280760,Feythabolis,U-BXU9,Sun G5 (Pink),700
40280831,Feythabolis,ZXOG-O,Sun K5 (Red Giant),580
40280846,Feythabolis,NW2S-A,Sun K5 (Orange Bright),620
40280947,Feythabolis,U-JJEW,Sun G5 (Pink),700
40281044,Feythabolis,NX5W-U,Sun M0 (Orange radiant),500
40281154,Feythabolis,U1-C18,Sun K3 (Yellow Small),650
40281173,Feythabolis,6O-XIO,Sun F0 (White),780
40281276,Feythabolis,H65-HE,Sun G5 (Yellow),680
40281325,Feythabolis,BJ-ZFD,Sun K5 (Red Giant),580
40281390,Feythabolis,5ELE-A,Sun K5 (Red Giant),580
40281456,Feythabolis,H-P4LB,Sun K3 (Yellow Small),650
40281484,Feythabolis,2UK4-N,Sun K3 (Yellow Small),650
40281567,Feythabolis,QK-CDG,Sun M0 (Orange radiant),500
40281628,Feythabolis,M-CMLV,Sun A0 (Blue Small),850
40281691,Feythabolis,AZN-D2,Sun B5 (White Dwarf),820
40281782,Feythabolis,E-PR0S,Sun K3 (Yellow Small),650
40281830,Feythabolis,TR07-S,Sun G5 (Pink),700
40281900,Feythabolis,VNGJ-U,Sun G3 (Pink Small),740
40281952,Feythabolis,2-F3OE,Sun G3 (Pink Small),740
40281989,Feythabolis,5-LCI7,Sun G5 (Yellow),680
40282045,Feythabolis,Y2-I3W,Sun K5 (Red Giant),580
40282121,Feythabolis,VVO-R6,Sun K5 (Red Giant),580
40282138,Feythabolis,CL-J9W,Sun K7 (Orange),550
40282208,Feythabolis,YHP2-D,Sun M0 (Orange radiant),500
40282249,Feythabolis,J94-MU,Sun K5 (Orange Bright),620
40282293,Feythabolis,M2GJ-X,Sun K3 (Yellow Small),650
40282349,Feythabolis,JO-32L,Sun G5 (Pink),700
40282399,Feythabolis,UB5Z-3,Sun K5 (Red Giant),580
40282442,Feythabolis,MSKR-1,Sun K7 (Orange),550
40282524,Feythabolis,GPUS-A,Sun F0 (White),780
40282595,Feythabolis,3-BADZ,Sun K5 (Orange Bright),620
40282665,Feythabolis,23M-PX,Sun K7 (Orange),550
40282705,Feythabolis,UTDH-N,Sun M0 (Orange radiant),500
40282802,Feythabolis,ZS-2LT,Sun G3 (Pink Small),740
40282877,Feythabolis,DB1R-4,Sun M0 (Orange radiant),500
